"Facultés universitaires Saint-Louis",7,"Bld du Jardin Botanique",43,204
"Haute Ecole Charlemagne - Catégorie économique",2,"Rue des Rivageois",6,2088
"Haute Ecole de la Ville de Liège - Catégorie paramédicale",2,"Rue Hazinelle",2,2088
"Haute Ecole de la Ville de Liège - Catégorie technique",2,"Rue Sohet",21,2088
"Haute Ecole de la Province de Liège - Catégorie sociale",2,"Avenue Montesquieu",6,2112
"Haute Ecole de la Province de Liège - Catégorie paramédicale",2,"Quai du Barbou",2,2088
"Haute Ecole de la Ville de Liège - Catégorie économique",2,"Rue Hazinelle",2,2088
"Haute Ecole de la Province de Liège - Catégorie technique",2,"Rue Peetermans",80,2111
"Haute Ecole de la Province de Liège - Catégorie économique",2,"Avenue Montesquieu",6,2112
"Haute Ecole Charlemagne - Catégorie pédagogique",2,"Rue des Rivageois",6,2088
"Haute Ecole de la Communauté française du Luxembourg Schuman - catégorie technique",2,"Chemin de Weyler",2,2713
"Haute Ecole de la Communauté française du Luxembourg Schuman - Catégorie paramédicale",2,"Rue de la Cité",64,2927
"Haute Ecole Namur-Liège-Luxembourg - Catégorie technique",2,"Pierrard, route d'Arlon",112,2978
"Haute Ecole de la Communauté française du Luxembourg Schuman - Catégorie pédagogique",2,"Plateau de Mageroux",46,2978
"Haute Ecole de la Province de Namur - Catégorie paramédicale",2,"Rue Henri Blès",188-190,3224
"Haute Ecole de la Communauté française de Namur Albert Jacquard - Catégorie pédagogique",2,"Rue des Dames Blanches",3b,3224
"Haute Ecole de la Communauté française de Namur Albert Jacquard - Catégorie économique",2,"Avenue Franklin Roosevelt",97,3273
"Haute Ecole Lucia de Brouckère - Catégorie agronomique",2,"Avenue Emile Gryson",1,198
"Haute Ecole Lucia de Brouckère - Catégorie économique",2,"Avenue Emile Gryzon",1,198
"Haute Ecole Lucia de Brouckère - Catégorie paramédicale",2,"Avenue Emile Gryson",1,198
"Haute Ecole Lucia de Brouckère - Catégorie pédagogique",2,"Avenue Emile Gryson",1,246
"Haute Ecole Lucia de Brouckère - Catégorie technique",2,"Avenue Emile Gryson",1,198
"Haute Ecole de Bruxelles - Catégorie technique",2,"Rue Royale",67,204
"Haute Ecole EPHEC - Catégorie économique",2,"Avenue Konrad Adenauer",3,252
"Haute Ecole EPHEC - Catégorie technique",2,"Boulevard Lambermont",17,246
"Haute Ecole Libre de Bruxelles Ilya Prigogine - Catégorie économique",2,"Avenue Jupiter",201,226
"Haute Ecole provinciale de Hainaut - Condorcet - Catégorie paramédicale",2,"Rue Paul Pastur",73,1875
"Haute Ecole provinciale de Hainaut - Condorcet - Catégorie sociale",2,"Rue de la Bruyère",151,1457
"Haute Ecole de la Province de Liège",2,"Avenue Montesquieu",6,2112
"Haute Ecole Namur-Liège-Luxembourg - Catégorie paramédicale",2,"Rue Louis Loiseau",39,3224
"Haute Ecole Namur-Liège-Luxembourg - Catégorie pédagogique",2,"Place du Couvent",3,3224
"Haute Ecole Namur-Liège-Luxembourg - Catégorie sociale",2,"Rue de l'Arsenal",10,3224
"Haute Ecole Namur-Liège-Luxembourg - Catégorie économique",2,"Rue Joseph Calozet",19,3224
"Haute Ecole Louvain en Hainaut - HELHa - Catégorie Arts appliqués",2,"Chaussée de Binche",159,1572
"Haute Ecole Libre Mosane - HELMo",2,"Mont Saint-Martin",41,2088
"Haute Ecole Libre Mosane - HELMo - Catégorie économie",2,"Rue de Harlez",35,2088
"Haute Ecole Libre Mosane - HELMo - Catégorie paramédicale",2,"Rue Saint-Gilles",199,2088
"Haute Ecole Libre Mosane - HELMo - Catégorie pédagogique",2,Hors-Château,61,2088
"Haute Ecole Libre Mosane - HELMo - Catégorie sociale",2,"Rue d'Harscamp",60c,2088
"Haute Ecole Libre Mosane - HELMo - Catégorie technique",2,"Quai du Condroz",28,2095
"Haute Ecole de la Province de Namur - Catégorie économique",2,"Rue Henri Blès",188-190,3224
"Haute Ecole de la Ville de Liège - Catégorie pédagogique",2,"Rue Jonfosse",80,2088
"Haute Ecole de la Province de Liège - Catégorie agronomique",2,"Haut Mâret",20,2292
"Haute Ecole de la Communauté française de Namur Albert Jacquard - Catégorie technique",2,"Av Comte de Smet de Nayer",20,3224
"Haute Ecole de la Province de Liège - catégorie pédagogique",2,"Avenue Montesquieu",6,2112
"Haute Ecole Francisco Ferrer de la Ville de Bruxelles - Catégorie technique",2,"Rue de la Fontaine",4,204
"Haute Ecole Francisco Ferrer de la Ville de Bruxelles - Catégorie pédagogique",2,"Boulevard Maurice Lemonnier",110,204
"Haute Ecole de la Communauté française en Hainaut - Catégorie économique",2,"Rue du Chambge",23,1875
"Haute Ecole de la Communauté française du Luxembourg Schuman - Catégorie économique",2,"Rue de la Cité",64,2927
"Haute Ecole Charlemagne - Catégorie technique",2,"Allée du 6 Août",17,2088
"Haute Ecole Charlemagne - Catégorie paramédicale",2,"Avenue de l'Hôpital",1,2088
"Haute Ecole de la Province de Namur - Catégorie agronomique",2,"Avenue de Namur",61,3035
"Haute Ecole Francisco FERRER de la Ville de Bruxelles",2,"Rue de la Fontaine",4,204
"Haute Ecole Lucia de Brouckère",2,"Avenue Emile Gryson",1,198
"Haute Ecole Galilée",2,"Rue Royale",336,246
"Haute Ecole Léonard de Vinci",2,"Place de l'Alma",2,252
"Haute Ecole EPHEC",2,"Avenue Konrad Adenauer",3,252
"Haute Ecole Groupe ICHEC - ISC St Louis - ISFSC",2,"Boulevard Brand Whitlock",6,254
"Haute Ecole Libre de Bruxelles Ilya Prigogine",2,"Avenue Jules Besme",97,226
"Haute Ecole de Bruxelles",2,"Chaussée de Waterloo",749,248
"Haute Ecole de la Communauté française Paul-Henri Spaak",2,"Rue Royale",150,204
"Haute Ecole de la Communauté française en Hainaut",2,"Rue Pierre-Joseph Duménil",4,1572
"Haute Ecole de la Ville de Liège",2,"Rue Hazinelle",2,2088
"Haute Ecole Charlemagne",2,"Rue des Rivageois",6,2088
"Haute Ecole de la Communauté française du Luxembourg - SCHUMAN",2,"Avenue de Luxembourg",101,2713
"Haute Ecole de la province de Namur",2,"Rue Henri Blès",188-190,3224
"Haute Ecole de la Communauté française de Namur Albert Jacquard",2,"Square Arthur Maason",1,3224
"Haute Ecole provinciale du Hainaut - Condorcet",2,"Chemin du Champs de Mars",17,1572
"Haute Ecole Louvain en Hainaut - HELHa",2,"Chaussée de Binche",159,1572
"Haute Ecole Louvain en Hainaut - HELHa - Catégorie sociale",2,"Rue de l'Hocaille",10,681
"Haute Ecole de Namur-Liège-Luxembourg",2,"Rue Saint-Donat",130,3226
"Haute Ecole de la Communauté française de Namur Albert Jacquard - Catégorie paramédicale",2,"Rue des Dames Blanches",3,3224
"Institut national supérieur des Arts du Spectacle (INSAS)",9,"Rue Thérésienne",8,204
"École nationale supérieure des Arts visuels de La Cambre",9,"Abbaye de la Cambre",21,204
"Conservatoire royal de Bruxelles",9,"Rue de la Régence",30,204
"École supérieure des Arts Saint-Luc de Bruxelles",9,"Rue d'Irlande",57,238
"École supérieure communale des Arts de l'Image ""le 75""",9,"Avenue Jean-François Debecker",10,252
"Institut des Arts de Diffusion",9,"Rue des Wallons",77,681
"École supérieure des Arts Institut Saint-Luc à Tournai",9,"Chaussée de Tournai",7,1875
"Académie des Beaux-Arts de la Ville de Tournai",9,"Rue de l'Hôpital Notre-Dame",14,1875
"École supérieure des Arts Saint-Luc de Liège",9,"Boulevard de la Constitution",41,2088
"École supérieure des Arts de la Ville de Liège",9,"Rue des Anglais",21,2088
"Conservatoire royal de Liège",9,"Boulevard Piercot",29,2088
"Institut supérieur de Musique et de Pédagogie (IMEP)",9,"Rue Juppin",28,3224
"École supérieure des Arts du Cirque",9,"Rue Robert Willame",25,200
"Académie royale des Beaux-Arts de la Ville de Bruxelles - Ecole supérieure des Arts",9,"Rue du Midi",144,204
"ERG - École supérieure des Arts (Ecole de Recherche graphique)",9,"Rue d'Irlande",57,238
Arts²,9,"Rue de Nimy",7,1572
"Institut supérieur d'Architecture Intercommunal - I.S.A.I.",8,"Rue des Minimes",87-89,204
"Institut supérieur d'Architecture de la Communauté française - La Cambre",8,"Place Eugène Flagey",19,230
"Institut supérieur d'architecture Saint-Luc Bruxelles",8,"Rue d'Irlande",57,238
"Institut supérieur d'Architecture Saint-Luc Wallonie",8,"Bld de la Constitution",41,2088
"INSTITUT DES SOEURS DE NOTRE-DAME",1,"Rue de Veeweyde",40,198
"INSTITUT NOTRE-DAME",1,"Rue de Fiennes",66,198
"INSTITUT MARIE IMMACULEE - MONTJOIE (I.M.M.I.)",1,"Rue des Résédas",51,198
"INSTITUT DE LA PROVIDENCE",1,"Rue Haberman",27,198
"ATHENEE ROYAL DE LA RIVE GAUCHE",1,"Rue Marie-Christine",83,204
"LYCEE LA RETRAITE",1,"Rue des Confédérés",70,204
"INSTITUT DIDEROT",1,"Rue des Capucins",58,204
"INSTITUT BISCHOFFSHEIM",1,"Rue de la Blanchisserie",52,204
"INSTITUT DES ARTS ET METIERS",1,"Boulevard de l'Abattoir",50,204
"INSTITUT NOTRE-DAME DE LOURDES",1,"Rue Edmond Tollenaere",32,204
"INSTITUT SAINT-JOSEPH D'ENSEIGNEMENT TECHNIQUE",1,"Rue Félix Hap",14,222
"ATHENEE ROYAL D'EVERE",1,"Avenue Constant Permeke",2,224
"CENTRE SCOLAIRE EPERONNIERS-MERCELIS",1,"Rue Mercelis",36-38,230
"INSTITUT DES URSULINES",1,"RUE JULES DEBECKER",71,234
"CENTRE COMMUNAL D'ENSEIGNEMENT TECHNIQUE PIERRE PAULUS",1,"Rue de la Croix de Pierre",73,238
"INSTITUT TECHN. CARDINAL MERCIER-NOTRE-DAME DU SACRE-COEUR",1,"Rue Portaels",81,246
"INSTITUT DON BOSCO",1,"Avenue du Val d'Or","90 D",254
"INSTITUT TECHNIQUE PROVINCIAL",1,"Parc de Wisterzée",,576
"C.E.P.E.S. CENTRE PROV. D'ENS. PRIM., SEC. ET PEDAGOG.",1,"Chaussée de Tirlemont",85,604
"COLLEGE SAINTE-GERTRUDE",1,"Faubourg de Mons",1,619
"INSTITUT PROVINCIAL DES ARTS ET METIERS",1,"Rue Ferdinand Delcroix",33,619
"INSTITUT DU SACRE-COEUR",1,"Rue Saint-Jean",2,619
"INSTITUT PROVINCIAL D'ENSEIGNEMENT TECHNIQUE",1,"Rue du Paradis",79A,619
"INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE",1,"Chaussée de Mons",241-243,637
"COLLEGE TECHNIQUE SAINT-JEAN",1,"Rue du Pont Saint-Jean",48,647
"INSTITUT TECHNIQUE",1,"Boulevard du Château",12,1378
"INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE",1,"Rue Paul Pastur",11,1378
"INSTITUT SAINT JOSEPH",1,"Boulevard de l'Yser",12,1456
"INSTITUT D'ENSEIGNEMENT TECHNIQUE NOTRE-DAME",1,"Rue de la Science",52,1456
"UNIVERSITE DU TRAVAIL - INSTITUT D'ENSEIGNEMENT TECHNIQUE SECONDAIRE",1,"Boulevard Gustave Roullier",1,1456
"UNIVERSITE DU TRAVAIL - INSTITUT JEAN JAURES",1,"Rue de la Broucheterre",52B,1456
"INSTITUT SAINTE-ANNE",1,"Rue Circulaire",5,1465
"LYCEE MIXTE FRANCOIS DE SALES",1,"Rue des Vallées",18,1469
"CENTRE EDUCATIF COMMUNAL SECONDAIRE ""LA GARENNE""",1,"Rue de Lodelinsart",200,1456
"ATHENEE ROYAL PIERRE PAULUS",1,"Rue des Gaux",100,1473
"INSTITUT SAINTE-MARIE",1,"Place d'Arenberg",20,1473
"COLLEGE SAINT PIE X",1,"Rue Lloyd George",15,1473
"ATHENEE ROYAL JOURDAN",1,"Rue de Fleurjoux",3,1484
"INSTITUT SAINTE-THERESE",1,Grand'Rue,79,1508
"INSTITUT TECHNIQUE ET COMMERCIAL DES AUMONIERS DU TRAVAIL",1,"Rue de Caraman",13,1540
"INSTITUT DU SACRE-COEUR",1,"Rue des Dames",77,1549
"INSTITUT D'ENSEIGNEMENT DE PROMOTION SOCIALE DE LA COMMUNAUTE FRANCAISE JEMAPPES-QUIEVRAIN",1,"Avenue Roi Albert",643,1572
"INSTITUT TECHNIQUE SAINT-LUC",1,"Rue Saint-Luc",3,1572
"ACADEMIE PROVINCIALE DES METIERS",1,"Bld Président Kennedy",10,1572
"INSTITUT TECHNIQUE DES URSULINES",1,"Avenue du Tir",12,1572
"INSTITUT D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL PROVINCIAL",1,"Bld Président Kennedy",2A,1572
"ATHENEE PROVINCIAL JEAN D'AVESNES",1,"Av du Gouverneur E. Cornez",1,1572
"CENTRE SCOLAIRE DON BOSCO",1,"Rue Grande",21,1596
"LYCEE PROVINCIAL D'ENSEIGNEMENT TECHNIQUE DU HAINAUT",1,"Avenue de l'Enseignement",45,1599
"INSTITUT SAINT-JOSEPH",1,"Avenue de l'Enseignement",10,1599
"ATHENEE ROYAL FERNAND JACQUEMIN",1,"Chaussée de Warneton",26,1647
"INSTITUT SAINT-HENRI",1,"Rue du Commerce",21,1647
"INSTITUT TECHNIQUE SAINT-GABRIEL",1,"Rue de Mons",80,1662
"ATHENEE ROYAL D'ENGHIEN",1,"Rue Montgomery",73,1669
"INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE LEON HUREZ",1,"Rue de Bonne Espérance",1,1679
"ATHENEE PROVINCIAL",1,"Boulevard du Tivoli",2B,1679
"ATHENEE ROYAL RENE MAGRITTE",1,"Rue François Watterman",27,1688
"LYCEE PROVINCIAL DES SCIENCES ET DES TECHNOLOGIES",1,"Rue de la Station",59,1713
"ATHENEE ROYAL BEAUMONT",1,"Rue Germain Michiels",3,1727
"INSTITUT PARIDAENS",1,"Grand Place",12,1727
"INSTITUT PROVINCIAL D'ENSEIGNEMENT CHARLES DELIEGE",1,"Rue des Archers",12,1736
"INSTITUT NOTRE-DAME",1,"Rue de Virelles",75,1746
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE",1,"Rue Albert Ier",21,1761
"ECOLE D'ARTS ET METIERS",1,"Rue Sainte-Thérèse",47,1761
"ATHENEE ROYAL THUIN",1,"Drève des Alliés",11,1792
"ATHENEE PROV. MIXTE WAROCQUE",1,"Rue de l'Enseignement",8-oct,1818
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE",1,"Rue Raoul Warocqué",46,1818
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DAVID LACHMAN",1,"Rue Pauline Hubert",40,1828
"ATHENEE ROYAL PERUWELZ",1,"Rue des Français",31,1858
"Institut d'enseignement de promotion sociale de la communauté française",1,"Boulevard Léopold III",40,1858
"INSTITUT DE LA SAINTE-UNION",1,"Rue Montgomery",71,1875
"INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE",1,"Boulevard Léopold",92B,1875
"INSTITUT D'ENSEIGNEMENT TECHNIQUE SAINT-ELOI",1,"Tour Saint-Pierre",11,1916
"ATHENEE PROVINCIAL",1,"Rue du Rempart",16,1916
"ECOLE POLYTECHNIQUE DE HUY-ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue Saint-Pierre",48,1968
"INSTITUT DON BOSCO",1,"Rue des Cotillages",2,1968
"COLLEGE SAINT-FRANCOIS D'ASSISE",1,"Rue du Cimetière",2,2021
"ATHENEE ROYAL AYWAILLE",1,"Avenue François Cornesse",48,2032
"CENTRE SCOLAIRE SAINTE-JULIENNE (D2 D3)",1,"Avenue des Martyrs",246,2068
"COLLEGE NOTRE-DAME ET SAINT-LAMBERT ET INSTITUT SAINT-LAURENT",1,"Rue Elisa Dumonceau",75,2073
"ECOLE POLYTECHNIQUE DE HERSTAL - ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue de l'Ecole Technique",34,2073
"CENTRE D'ENSEIGNEMENT SECONDAIRE LEON MIGNON",1,"Rue Léon Mignon",2,2088
"INSTITUT DE LA CONSTRUCTION DES ARTS DECORATIFS ET INDUSTRIELS",1,"Rue de Fragnée",76,2088
"ECOLE D'HOTELLERIE ET DE TOURISME",1,En-Hors-Château,13,2088
"ECOLE DE COIFFURE ET DE BIOESTHETIQUE",1,"Rue de Pitteurs",31,2088
"INSTITUT SAINT-LAURENT",1,"Rue Saint-Laurent",29,2088
"INSTITUT DON BOSCO",1,"Rue des Wallons",59,2088
"CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE",1,"Rue de l'Espérance",62,2088
"COLLEGE SAINT-MARTIN - I.S.M. PAIRAY",1,"Rue de la Province",101,2111
"ECOLE POLYTECHNIQUE DE SERAING - ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue de Colard Trouillet",48,2111
"INSTITUT SAINTE-MARIE",1,"Rue Cockerill",148,2111
"ATHENEE ROYAL VISE",1,"Rue du Gollet",2,2132
"INSTITUT SACRE-COEUR ET SAINT-JOSEPH",1,"Rue de la Trairie",27,2132
"ATHENEE PROVINCIAL DE FLEMALLE GUY LANG",1,Grand'Route,317,2153
"INSTITUT DE LA PROVIDENCE",1,"Avenue Reine Astrid",2A,2214
"ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue aux Laines",69,2297
"INSTITUT D'ENSEIGNEMENT TECHNIQUE DON BOSCO",1,"Rue des Alliés",70,2297
"INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE VERVIERS",1,"Rue Peltzer de Clermont",104,2297
"INSTITUT SAINTE-CLAIRE",1,"Rue Sècheval",32,2297
"INSTITUT SAINT-LOUIS",1,"Avenue du Prince Régent",30,2438
"INSTITUT NOTRE-DAME - 2E ET 3E DEGRES",1,"Rue Joseph Netzer",21,2713
"INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL",1,"Rue de Neufchâteau",69,2713
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ETIENNE LENOIR",1,"Chemin de Weyler",2,2713
"ATHENEE ROYAL DE BASTOGNE - HOUFFALIZE",1,"Avenue de la Gare",12,2738
"INSTITUT NOTRE-DAME - SEMINAIRE 2E ET 3E DEGRES",1,"Rue Piconrue",6,2738
"ATHENEE ROYAL MARCHE-BOMAL",1,"Avenue de la Toison d'Or",71,2818
"INSTITUT SAINT-ROCH",1,"Rue Américaine",28,2818
"INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX",1,"Rue de Bonance",11,2927
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE CENTRE ARDENNE",1,"Avenue Herbofin",39,2927
"INSTITUT DE LA SAINTE-FAMILLE I.S.F.",1,"Rue de Montmédy",2,2978
"INSTITUT DES ARTS ET METIERS",1,"Rue d'Arlon",112,2978
"ATHENEE ROYAL NORBERT COLLARD",1,"Rue de Dinant",23,3006
"INSTITUT NOTRE-DAME",1,"Rue de Givet",21,3006
"ATHENEE ROYAL DU CONDROZ JULES DELOT",1,"Square Omer Bertrand",1,3035
"INSTITUT DE LA PROVIDENCE",1,"Rue Piconette",1,3035
"INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE",1,"Rue Saint-Hubert",14-16,3035
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE",1,"Domaine d'Herbuchenne",,3045
"COMMUNAUTE SCOLAIRE LIBRE GEORGES COUSOT",1,"Place Albert Ier",11,3045
"INSTITUT SAINTE-BEGGE",1,"Place du Chapitre",12,3159
"INSTITUT SAINT-JOSEPH",1,"Rue Mazy",20,3224
"ECOLE PROFESSIONNELLE",1,"Rue Florent Dethier",31,3226
"Institut d'enseignement de promotion sociale de la communauté française - cefor",1,"Boulevard Cauchy",9-oct,3224
"INSTITUT DES TECHNIQUES ET DES COMMERCES AGRO-ALIMENTAIRES",1,"Chaussée de Nivelles",204,3224
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE HENRI MAUS",1,"Pl de l'Ecole des Cadets",4,3224
"COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE (2E ET 3E DEGRES)",1,"Rue du Collège",27,3273
"COLLEGE SAINT-ANDRE (enseignement technique et professionnel)",1,"Rue des Auges",22,3273
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE",1,"Rue Verlaine",5,3309
"INSTITUT SAINTE-MARIE",1,"Rue Noiret",6,3331
"INSTITUT SAINTS-PIERRE ET PAUL",1,"Rue des Ecoles",19,3355
"INSTITUT NOTRE-DAME",1,"Rue Eglise Saint-Philippe",10A,3372
"INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE",1,"Quai aux Huîtres",31,647
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE RENEE JOFFROY",1,"Chaussée de Valenciennes",48,1380
"INSTITUT DON BOSCO",1,"Boulevard Léopold",63,1875
"CEFA - Bruxelles-Ville",1,"Boulevard de l'Abattoir",50,204
"CEFA -CENTRE COMMUNAL D'ENSEIGNEMENT TECHNIQUE PIERRE PAULUS",1,"Rue de la Croix de Pierre",73,238
"CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE",1,"Rue de l'Ecole",86,694
"CEFA - ATHENEE PROVINCIAL LEUZE-EN-HAINAUT",1,"Rue du Rempart",16,1916
"CEFA - UNIVERSITE DU TRAVAIL - INSTITUT D'ENSEIGNEMENT TECHNIQUE SECONDAIRE",1,"Boulevard Gustave Roullier",1,1456
"CEFA - CENTRE EDUCATIF COMMUNAL SECONDAIRE ""LA GARENNE""",1,"Rue de Lodelinsart",200,1456
"CEFA - COLLEGE TECHNIQUE SAINT-HENRI",1,"Avenue Royale",50,1638
"CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE LEON HUREZ",1,"Rue Bonne Espérance",1,1679
"CEFA - ECOLE POLYTECHNIQUE DE HUY-ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue Saint-Pierre",48,1968
"CEFA - ECOLE POLYTECHNIQUE DE HERSTAL -  ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue de l'Ecole Technique",34,2073
"CEFA - VILLE DE LIEGE",1,"Rue des Beaux-Arts",4,2088
"CEFA - ECOLE POLYTECHNIQUE DE SERAING - ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue de Colard Trouillet",48,2111
"CEFA - ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE",1,"Rue aux Laines",69,2297
"CEFA - INSTITUT DE LA PROVIDENCE",1,"Rue Haberman",27,198
"CEFA - CENTRE SCOLAIRE EPERONNIERS-MERCELIS",1,"Rue Mercelis",36-38,230
"CEFA - COLLEGE TECHNIQUE SAINT-JEAN",1,"Rue du Pont Saint-Jean",48,647
"CEFA - INSTITUT D'ENSEIGNEMENT TECHNIQUE SAINT-ELOI",1,"Tour Saint-Pierre",11,1916
"CEFA - INSTITUT SAINTE-MARIE",1,"Rue de l'Enseignement",1,1493
"CEFA - INSTITUT SAINTE-ANNE",1,"Rue Circulaire",5,1465
"CEFA - INSTITUT TECHNIQUE SAINT-GABRIEL",1,"Rue de Mons",80,1662
"CEFA - INSTITUT SAINT-LUC",1,"Rue Saint-Luc",3,1572
"CEFA - INSTITUT SAINTE-MARIE",1,"Rue Noiret",6,3331
"CEFA - INSTITUT DON BOSCO",1,"Rue des Cotillages",2,1968
"CEFA - INSTITUT DON BOSCO",1,"Rue des Wallons",59,2088
"CEFA - COLLEGE SAINT-MARTIN - I.S.M. PAIRAY",1,"Rue de la Province",101,2111
"CEFA - INSTITUT SAINTE-CLAIRE",1,"Rue Sècheval",32,2297
"CEFA - INSTITUT DES ARTS ET METIERS",1,"Rue de Pierrard",112,2978
"CEFA - INSTITUT NOTRE-DAME - SEMINAIRE",1,"Rue Piconrue",4-juin,2738
"CEFA - INSTITUT SAINT-ROCH",1,"Rue Américaine",28,2818
"CEFA - COMMUNAUTE SCOLAIRE LIBRE GEORGES COUSOT",1,"Place Albert Ier",11,3045
"CEFA - ECOLE PROFESSIONNELLE",1,"Rue Florent Dethier",31,3226
"CEFA - ""BASSE SAMBRE""",1,"Rue du Collège",27,3273
"CEFA - EVERE",1,"Rue Marie-Christine",83,204
"CEFA - MORLANWELZ",1,"Rue Raoul Warocqué",46,1818
"CEFA - MONS - HOUDENG",1,"Boulevard Président Kennedy",10,1572
"CEFA - MOUSCRON",1,"Place de la Justice",1,1638
"CEFA - GLONS",1,"Rue du Gollet",2,2132
"CEFA - ARLON",1,"Chemin de Weyler",2,2713
"CEFA - BASTOGNE",1,"Avenue de la Gare",12,2738
"CEFA - LIBRAMONT",1,"Avenue Herbofin",39,2927
"CEFA - ""L'ATOUT""",1,"Domaine d'Herbuchenne",,3045
"CEFA - SUARLEE",1,"Chaussée de Nivelles",204,3224
"CEFA - ATH",1,"Chaussée de Valenciennes",48,1380
"LYCEE PROVINCIAL HORNU COLFONTAINE",1,"Avenue Fénélon",48,1607
"ATHENEE ROYAL THOMAS EDISON MOUSCRON",1,"Place de la Justice",1,1638
"INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE VAL - ITMA",1,"Chaussée de Lille",2,1875
"COLLEGE DES AUMONIERS DU TRAVAIL DE CHARLEROI",1,Grand'rue,185,1456
"COLLEGE TECHNIQUE SAINT-HENRI",1,"Avenue Royale",50,1638
"INSTITUT SAINTE-MARIE",1,"Rue de l'Enseignement",1,1493
"COLLEGE DE LA LYS",1,"rue Romaine",40,1647
"ECOLE SECONDAIRE LIBRE SAINT-HUBERT",1,"Rue Saint-Gilles",39,2910